#timestamp [ns], p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
1520520701344844550,0.5831501417,0.0344046791,1.2545406910,0.9989326635,0.0402136879,0.0043609796,-0.0223019062
1520520701353177550,0.5830036791,0.0342306686,1.2545516233,0.9989378311,0.0399432064,0.0042693568,-0.0225726031
1520520701361510550,0.5827189936,0.0341620619,1.2544447680,0.9989382887,0.0400052673,0.0043434459,-0.0224278508
1520520701369843550,0.5825096122,0.0340735309,1.2544366184,0.9989416492,0.0398085217,0.0042553106,-0.0226441048
1520520701378177550,0.5823030511,0.0339306217,1.2544014440,0.9989466522,0.0396729486,0.0040998984,-0.0226899529
1520520701386510550,0.5821026547,0.0338401880,1.2543641183,0.9989471786,0.0396036402,0.0038734060,-0.0228272357
1520520701394843550,0.5818752659,0.0337310059,1.2543337609,0.9989471138,0.0395942037,0.0036161980,-0.0228885576
1520520701403177550,0.5816639886,0.0336395623,1.2543613679,0.9989615354,0.0392104167,0.0033669997,-0.0229577294
1520520701411510550,0.5814428980,0.0335834085,1.2543662681,0.9989689420,0.0389783858,0.0031532662,-0.0230606873
1520520701419844550,0.5812514624,0.0334780818,1.2544088210,0.9989966459,0.0383578895,0.0029261131,-0.0229305820
1520520701428177550,0.5811041980,0.0333742356,1.2545004576,0.9990133951,0.0378131233,0.0024822164,-0.0231569172
1520520701436510550,0.5808671970,0.0333816187,1.2545374170,0.9990287086,0.0373567044,0.0023268444,-0.0232529948
1520520701444844550,0.5806592030,0.0333179764,1.2546097634,0.9990471029,0.0367953610,0.0020393272,-0.0233843677
1520520701453177550,0.5805003744,0.0331830264,1.2547232233,0.9990816047,0.0359050204,0.0016935872,-0.0233218425
1520520701461510550,0.5803056272,0.0330983053,1.2547829205,0.9990894114,0.0356577663,0.0013953748,-0.0233864196
1520520701469844550,0.5801186169,0.0330390684,1.2548529243,0.9991063865,0.0351949586,0.0011373135,-0.0233762680
1520520701478177550,0.5799683048,0.0329607159,1.2549385421,0.9991163184,0.0348858728,0.0008135639,-0.0234285372
1520520701486510550,0.5797600963,0.0329258501,1.2549563650,0.9991241972,0.0347355055,0.0008632517,-0.0233139014
1520520701494843550,0.5796076042,0.0329059093,1.2550266934,0.9991288358,0.0345563820,0.0007333010,-0.0233856416
1520520701503177550,0.5795042517,0.0328245584,1.2551469187,0.9991450223,0.0342728001,0.0007936808,-0.0231077845
1520520701511510550,0.5793710934,0.0327644719,1.2552789430,0.9991531547,0.0339857153,0.0007661697,-0.0231809769
1520520701519843550,0.5792315389,0.0327854677,1.2553606068,0.9991456982,0.0341268065,0.0008659515,-0.0232913062
1520520701528177550,0.5791053736,0.0327321966,1.2554637296,0.9991518293,0.0340105545,0.0011545234,-0.0231855822
1520520701536510550,0.5789766758,0.0326786804,1.2555639746,0.9991536451,0.0339810771,0.0013537031,-0.0231397365
1520520701544844550,0.5789050361,0.0326118372,1.2557461042,0.9991669367,0.0335391155,0.0016321774,-0.0231925917
1520520701553177550,0.5787998896,0.0326005826,1.2558412321,0.9991610399,0.0336566679,0.0019715166,-0.0232499072
1520520701561510550,0.5787206890,0.0325332107,1.2559962263,0.9991666338,0.0334616727,0.0022315905,-0.0232674549
1520520701569844550,0.5786008884,0.0324526232,1.2561354169,0.9991727319,0.0332795337,0.0025437841,-0.0232347491
1520520701578177550,0.5785141391,0.0325794183,1.2562004080,0.9991533796,0.0335647691,0.0027416983,-0.0236307730
1520520701586510550,0.5783836220,0.0326047033,1.2563091879,0.9991481120,0.0335851773,0.0029754730,-0.0237956464
1520520701594844550,0.5782919933,0.0326678815,1.2564543422,0.9991384472,0.0335533990,0.0032140791,-0.0242116192
1520520701603177550,0.5782337166,0.0326321012,1.2566413851,0.9991519953,0.0331794059,0.0035293604,-0.0241238653
1520520701611510550,0.5781820792,0.0326231411,1.2568448062,0.9991569273,0.0329404892,0.0039129410,-0.0241877599
1520520701619843550,0.5780936916,0.0327034911,1.2569815876,0.9991469977,0.0330607250,0.0040821405,-0.0244049509
1520520701628177550,0.5779457838,0.0328538024,1.2569973570,0.9991227509,0.0334821683,0.0039491467,-0.0248410399
1520520701636510550,0.5779026994,0.0328702231,1.2571733952,0.9991293535,0.0332389360,0.0042551224,-0.0248516003
1520520701644843550,0.5778007570,0.0329507106,1.2572512968,0.9991261539,0.0332141711,0.0042137474,-0.0250198271
1520520701653177550,0.5777512821,0.0330274918,1.2573795602,0.9991341517,0.0328971699,0.0041078467,-0.0251365991
1520520701661510550,0.5776331073,0.0331024924,1.2574808813,0.9991330767,0.0326879324,0.0037317934,-0.0255081904
1520520701669844550,0.5775850256,0.0331477576,1.2576026778,0.9991450266,0.0322119069,0.0034015266,-0.0256912124
1520520701678177550,0.5775088428,0.0331804101,1.2576979627,0.9991570594,0.0317475178,0.0029940360,-0.0258515290
1520520701686510550,0.5774396711,0.0332305108,1.2577787156,0.9991686986,0.0312583271,0.0025057831,-0.0260489894
1520520701694844550,0.5773951918,0.0331827881,1.2578849257,0.9991887514,0.0305295544,0.0017471933,-0.0262055857
1520520701703177550,0.5772687901,0.0333515363,1.2579259875,0.9991802470,0.0305515970,0.0013634890,-0.0265249835
1520520701711510550,0.5771560884,0.0333663099,1.2579354280,0.9991936754,0.0301393595,0.0008532259,-0.0265120726
1520520701719844550,0.5770465851,0.0333809966,1.2579084408,0.9992038454,0.0297108277,0.0002691147,-0.0266246041
1520520701728177550,0.5769175497,0.0333628356,1.2579042723,0.9992106819,0.0292034544,-0.0003547588,-0.0269266705
1520520701736510550,0.5767943490,0.0333072673,1.2578237677,0.9992129774,0.0289536107,-0.0010396558,-0.0270930485
1520520701744843550,0.5766908161,0.0332123645,1.2577505051,0.9992183685,0.0287960273,-0.0014785785,-0.0270417227
1520520701753177550,0.5765980449,0.0332235189,1.2575774874,0.9991901150,0.0297316501,-0.0016112964,-0.0270656014
1520520701761510550,0.5765325301,0.0328002397,1.2575359179,0.9992561658,0.0280470607,-0.0021512194,-0.0263789648
1520520701769843550,0.5765021634,0.0325662290,1.2574296308,0.9992710376,0.0282127419,-0.0022421314,-0.0256204496
1520520701778177550,0.5765125444,0.0326558877,1.2572438583,0.9992088775,0.0301932229,-0.0023465398,-0.0257775517
1520520701786510550,0.5765403095,0.0322953513,1.2571832020,0.9992401687,0.0294652947,-0.0025662036,-0.0253829934
1520520701794844550,0.5764718792,0.0320892922,1.2570330491,0.9992386154,0.0302017321,-0.0022810557,-0.0245935298
1520520701803177550,0.5765391589,0.0316500627,1.2569972166,0.9992849317,0.0289690316,-0.0024175934,-0.0241780005
1520520701811510550,0.5766182702,0.0316371973,1.2568230521,0.9992240123,0.0311659144,-0.0019453698,-0.0240057176
1520520701819844550,0.5766684831,0.0313361248,1.2567381458,0.9992298428,0.0314320997,-0.0017723372,-0.0234222797
1520520701828177550,0.5766926254,0.0310699871,1.2566133666,0.9992300494,0.0317761716,-0.0014230133,-0.0229686365
1520520701836510550,0.5767152312,0.0307731050,1.2565093441,0.9992375944,0.0318728042,-0.0010627405,-0.0225216513
1520520701844844550,0.5767550040,0.0301938604,1.2564512863,0.9993030318,0.0303674768,-0.0011636389,-0.0216774738
1520520701853177550,0.5768197217,0.0298317687,1.2563614048,0.9993125291,0.0304881428,-0.0009961602,-0.0210701204
1520520701861510550,0.5768402562,0.0295350174,1.2562508446,0.9993200034,0.0306358658,-0.0006499305,-0.0205073655
1520520701869843550,0.5768591207,0.0292793054,1.2560951590,0.9993083788,0.0312847813,-0.0005530002,-0.0200928013
1520520701878177550,0.5768462274,0.0289621349,1.2559607999,0.9993204061,0.0310247379,-0.0005443686,-0.0198971158
1520520701886510550,0.5768844530,0.0288110841,1.2558212903,0.9992970302,0.0313750175,-0.0007355639,-0.0205064048
1520520701894843550,0.5767538900,0.0284018919,1.2556812093,0.9993319362,0.0307252148,-0.0004736344,-0.0197842917
1520520701903177550,0.5767589204,0.0281068964,1.2555722021,0.9993359414,0.0308197341,-0.0004312532,-0.0194328126
1520520701911510550,0.5767205590,0.0278906844,1.2554402330,0.9993378796,0.0307981628,-0.0005064513,-0.0193654116
1520520701919844550,0.5766763884,0.0276411316,1.2553569243,0.9993494270,0.0304549634,-0.0004827821,-0.0193128145
1520520701928177550,0.5766162786,0.0273136991,1.2552726922,0.9993763111,0.0295186456,-0.0007059675,-0.0193685326
1520520701936510550,0.5765482808,0.0270164280,1.2552246274,0.9994059075,0.0285162342,-0.0007530439,-0.0193413902
1520520701944844550,0.5764480248,0.0265194790,1.2553184148,0.9994658196,0.0264140308,-0.0007931466,-0.0192287615
1520520701953177550,0.5763182560,0.0262512899,1.2552115415,0.9994921230,0.0254095061,-0.0006655023,-0.0192200438
1520520701961510550,0.5763378318,0.0259821296,1.2551550164,0.9994948735,0.0248041205,-0.0010462076,-0.0198408397
1520520701969844550,0.5762633361,0.0256474745,1.2551027979,0.9995189794,0.0237598686,-0.0012019828,-0.0198955712
1520520701978177550,0.5761247670,0.0254970862,1.2549891712,0.9995190468,0.0238695827,-0.0009847634,-0.0197724138
1520520701986510550,0.5761349172,0.0248855241,1.2549707291,0.9995673611,0.0217039241,-0.0015796131,-0.0197872479
1520520701994843550,0.5759503718,0.0243983732,1.2548953656,0.9996044551,0.0203369161,-0.0014174532,-0.0193735394
1520520702003177550,0.5759578051,0.0239448126,1.2548182560,0.9996033028,0.0196894832,-0.0020966113,-0.0200291184
1520520702011510550,0.5758500567,0.0234973993,1.2546791564,0.9996142514,0.0188955195,-0.0023228132,-0.0202215785
1520520702019843550,0.5757225272,0.0230562675,1.2545401036,0.9996185571,0.0184237180,-0.0023259033,-0.0204425335
1520520702028177550,0.5755807693,0.0225612781,1.2543741112,0.9996220106,0.0179768243,-0.0024591181,-0.0206548430
1520520702036510550,0.5753668896,0.0220082863,1.2541679123,0.9996465077,0.0173501220,-0.0022873522,-0.0200150152
1520520702044844550,0.5752232557,0.0215244627,1.2539757387,0.9996408193,0.0170274111,-0.0027058053,-0.0205177567
1520520702053177550,0.5751643054,0.0209765571,1.2537892713,0.9996443755,0.0171804198,-0.0028935365,-0.0201886890
1520520702061510550,0.5750592149,0.0204353422,1.2535636326,0.9996383293,0.0175399193,-0.0030994397,-0.0201483340
1520520702069844550,0.5749177953,0.0199003059,1.2533635960,0.9996384511,0.0175930530,-0.0031520473,-0.0200877104
1520520702078177550,0.5747819792,0.0193408414,1.2532344431,0.9996474891,0.0174433598,-0.0029834128,-0.0197920696
1520520702086510550,0.5745755444,0.0189596985,1.2529231897,0.9996287397,0.0183804632,-0.0030669645,-0.0198780036
1520520702094844550,0.5744675836,0.0183425534,1.2528664222,0.9996344266,0.0181432873,-0.0030265381,-0.0198160108
1520520702103177550,0.5742433942,0.0179301864,1.2526757793,0.9996263748,0.0184697900,-0.0026752879,-0.0199704930
1520520702111510550,0.5741416692,0.0175101082,1.2525857177,0.9996119621,0.0186245797,-0.0027113661,-0.0205353029
1520520702119843550,0.5739294431,0.0170415872,1.2524650736,0.9996065610,0.0188216843,-0.0023687472,-0.0206605067
1520520702128177550,0.5737086135,0.0165994161,1.2523756484,0.9996052911,0.0186708255,-0.0019587299,-0.0209003729
1520520702136510550,0.5734303091,0.0160767759,1.2523038455,0.9996216975,0.0181198524,-0.0013954714,-0.0206442595
1520520702144843550,0.5732462733,0.0154964064,1.2523240729,0.9996365969,0.0174161457,-0.0008430758,-0.0205582395
1520520702153177550,0.5730510937,0.0150977092,1.2522486115,0.9996401686,0.0169637215,-0.0004418225,-0.0207742710
1520520702161510550,0.5727852227,0.0147090176,1.2521104555,0.9996364846,0.0171498372,0.0001158225,-0.0208030867
1520520702169844550,0.5725541036,0.0142652089,1.2519773956,0.9996456505,0.0168431391,0.0007468605,-0.0205991330
1520520702178177550,0.5723378140,0.0138196770,1.2518370373,0.9996429885,0.0169883499,0.0008421315,-0.0206053956
1520520702186510550,0.5722692309,0.0133244434,1.2517668484,0.9996321333,0.0172191117,0.0007039554,-0.0209428903
1520520702194844550,0.5720940268,0.0128659786,1.2516712750,0.9996426088,0.0169336721,0.0007695522,-0.0206715567
1520520702203177550,0.5718608831,0.0123172189,1.2515374783,0.9996697498,0.0166449686,0.0013875174,-0.0195297490
1520520702211510550,0.5716916218,0.0119195077,1.2514520867,0.9996748267,0.0166551219,0.0016759017,-0.0192364027
1520520702219844550,0.5715022411,0.0115050198,1.2514304290,0.9996824726,0.0165406088,0.0022717538,-0.0188732964
1520520702228177550,0.5712813575,0.0111755068,1.2513633218,0.9996807566,0.0166834747,0.0026877017,-0.0187835798
1520520702236510550,0.5711177355,0.0106786534,1.2514287524,0.9996949198,0.0159126264,0.0029332453,-0.0186615039
1520520702244843550,0.5709168686,0.0103177732,1.2514186098,0.9996999774,0.0157539380,0.0035116563,-0.0184238127
1520520702253177550,0.5707537003,0.0098525439,1.2514895685,0.9997112033,0.0152182714,0.0039464388,-0.0181752520
1520520702261510550,0.5705514834,0.0095153837,1.2514150442,0.9997114011,0.0151996041,0.0039202964,-0.0181856504
1520520702269843550,0.5703133197,0.0091505629,1.2513868031,0.9997114860,0.0150396347,0.0041565107,-0.0182613705
1520520702278177550,0.5701937279,0.0086415923,1.2513788273,0.9997279022,0.0144334299,0.0041835226,-0.0178408462
1520520702286510550,0.5700237500,0.0082132415,1.2513435232,0.9997338035,0.0143128483,0.0041492054,-0.0176138777
1520520702294844550,0.5698701257,0.0077952771,1.2513052672,0.9997399259,0.0141601989,0.0040505638,-0.0174115574
1520520702303177550,0.5697953904,0.0073224781,1.2512451835,0.9997534108,0.0140505251,0.0037597635,-0.0167798851
1520520702311510550,0.5697251934,0.0068471399,1.2512824174,0.9997632425,0.0137962025,0.0036303105,-0.0164299908
1520520702319844550,0.5696502519,0.0064501419,1.2511500518,0.9997609260,0.0143022064,0.0030923740,-0.0162473067
1520520702328177550,0.5695122383,0.0061823826,1.2510500833,0.9997517812,0.0150222600,0.0027939108,-0.0162142460
1520520702336510550,0.5695286221,0.0056790184,1.2510794331,0.9997645510,0.0148387412,0.0022076258,-0.0156773931
1520520702344844550,0.5694279146,0.0053426819,1.2510611408,0.9997702325,0.0149021932,0.0018463495,-0.0152969897
1520520702353177550,0.5693784604,0.0050013024,1.2510281139,0.9997739599,0.0151286583,0.0013748375,-0.0148748985
1520520702361510550,0.5692639201,0.0047669502,1.2510450187,0.9997734494,0.0153821521,0.0010267713,-0.0146760011
1520520702369843550,0.5692008248,0.0044686643,1.2510668414,0.9997785472,0.0154478330,0.0006623809,-0.0142752349
1520520702378177550,0.5691645757,0.0041774611,1.2511240641,0.9997853213,0.0153989144,0.0002165191,-0.0138613803
1520520702386510550,0.5691579084,0.0038640136,1.2512633025,0.9997930402,0.0151553216,-0.0002734168,-0.0135690170
1520520702394843550,0.5691250872,0.0035913609,1.2514252096,0.9998021300,0.0147592193,-0.0007138558,-0.0133175306
1520520702403177550,0.5690918505,0.0033624291,1.2516160916,0.9998157113,0.0141061309,-0.0010530198,-0.0129788898
1520520702411510550,0.5690507653,0.0031228554,1.2518210163,0.9998308825,0.0135158011,-0.0010450622,-0.0124272861
1520520702419844550,0.5689380205,0.0029686580,1.2519523352,0.9998443213,0.0129715946,-0.0008360806,-0.0119319669
1520520702428177550,0.5689467014,0.0026731549,1.2521891284,0.9998646006,0.0119699474,-0.0009064714,-0.0112551825
1520520702436510550,0.5688802028,0.0025340772,1.2524043835,0.9998724383,0.0110504050,-0.0013078778,-0.0114579702
1520520702444844550,0.5688035526,0.0023720971,1.2526280455,0.9998841272,0.0102541562,-0.0011919068,-0.0111876637
1520520702453177550,0.5687492749,0.0022524602,1.2528216084,0.9998929942,0.0095877533,-0.0012828585,-0.0109740318
1520520702461510550,0.5687491222,0.0020985480,1.2530956299,0.9999025412,0.0088936132,-0.0013686651,-0.0106741995
1520520702469844550,0.5687058178,0.0019730011,1.2533369201,0.9999127461,0.0082422881,-0.0012884579,-0.0102422995
1520520702478177550,0.5686662802,0.0019313669,1.2535344358,0.9999192992,0.0077110403,-0.0013365740,-0.0100074226
1520520702486510550,0.5686404309,0.0018438485,1.2537939040,0.9999271111,0.0071349427,-0.0013845655,-0.0096409572
1520520702494843550,0.5685698626,0.0018907611,1.2539663744,0.9999308139,0.0071808820,-0.0011220327,-0.0092489690
1520520702503177550,0.5685564078,0.0018435472,1.2542217438,0.9999370423,0.0067060396,-0.0012064877,-0.0089154330
1520520702511510550,0.5685404787,0.0017794208,1.2544776399,0.9999435170,0.0060614014,-0.0012945089,-0.0086340345
1520520702519843550,0.5685089265,0.0017490431,1.2546954352,0.9999478703,0.0057240607,-0.0013487417,-0.0083470190
1520520702528177550,0.5685037889,0.0016851218,1.2548993964,0.9999507094,0.0054264865,-0.0015028354,-0.0081776196
1520520702536510550,0.5684818670,0.0016209821,1.2551665712,0.9999558284,0.0049804517,-0.0014341623,-0.0078408881
1520520702544844550,0.5684435277,0.0016118453,1.2553519218,0.9999579575,0.0048741521,-0.0017068723,-0.0075771030
1520520702553177550,0.5683865910,0.0016574075,1.2554706037,0.9999592883,0.0048508530,-0.0019708312,-0.0073489365
1520520702561510550,0.5683544967,0.0015769714,1.2556730443,0.9999624254,0.0045024630,-0.0023227903,-0.0070342218
1520520702569844550,0.5683054451,0.0016018611,1.2558479384,0.9999628077,0.0043093286,-0.0027093171,-0.0069622168
1520520702578177550,0.5682671578,0.0016071726,1.2560520394,0.9999644931,0.0040652455,-0.0030644896,-0.0067152949
1520520702586510550,0.5682295982,0.0016223881,1.2562705710,0.9999668176,0.0034565346,-0.0035538592,-0.0064642150
1520520702594844550,0.5682408306,0.0015656012,1.2565382565,0.9999701105,0.0025323086,-0.0041501309,-0.0060118121
1520520702603177550,0.5681838128,0.0016354115,1.2567288140,0.9999703187,0.0021199299,-0.0045907599,-0.0058131327
1520520702611510550,0.5680776720,0.0017849603,1.2568611259,0.9999698585,0.0019603103,-0.0050160084,-0.0055927654
1520520702619843550,0.5680073221,0.0018733844,1.2570871541,0.9999697594,0.0014630880,-0.0054866563,-0.0053137809
1520520702628177550,0.5679078789,0.0019876228,1.2572954060,0.9999689543,0.0012340999,-0.0059075069,-0.0050664427
1520520702636510550,0.5678165751,0.0020996282,1.2575098439,0.9999687287,0.0009554260,-0.0062184507,-0.0047916198
1520520702644843550,0.5676372623,0.0022562229,1.2577610960,0.9999701568,0.0004408687,-0.0064176197,-0.0042784620
1520520702653177550,0.5675170098,0.0024274105,1.2580519604,0.9999684385,0.0000694953,-0.0068105780,-0.0040906132
1520520702661510550,0.5674451666,0.0025761505,1.2584265606,0.9999620885,-0.0005153060,-0.0075462287,-0.0043139750
1520520702669844550,0.5673102671,0.0027469480,1.2587135657,0.9999602705,-0.0009515640,-0.0078268649,-0.0041583864
1520520702678177550,0.5672188914,0.0029159438,1.2590033444,0.9999567260,-0.0011298932,-0.0082336183,-0.0041805573
1520520702686510550,0.5670835546,0.0031399696,1.2593079891,0.9999538959,-0.0015390231,-0.0085426724,-0.0041061230
1520520702694844550,0.5669853377,0.0032821584,1.2596691669,0.9999489104,-0.0022087923,-0.0090553637,-0.0039112957
1520520702703177550,0.5668387755,0.0034360350,1.2600110848,0.9999445855,-0.0028137153,-0.0094415791,-0.0037101992
1520520702711510550,0.5666570088,0.0036769370,1.2603392930,0.9999380938,-0.0031154080,-0.0099786716,-0.0038116774
1520520702719844550,0.5664547338,0.0038153979,1.2606851650,0.9999344953,-0.0039309330,-0.0101305206,-0.0035951927
1520520702728177550,0.5662657821,0.0040577075,1.2609747609,0.9999308303,-0.0042551976,-0.0104159354,-0.0034258240
1520520702736510550,0.5660878653,0.0043157712,1.2612400782,0.9999248130,-0.0045785469,-0.0108842275,-0.0033073952
1520520702744843550,0.5659856631,0.0044688353,1.2616212478,0.9999192740,-0.0049128409,-0.0112746607,-0.0031924231
1520520702753177550,0.5658358385,0.0046186761,1.2619501366,0.9999129186,-0.0054152224,-0.0116584645,-0.0029851011
1520520702761510550,0.5656758499,0.0047587471,1.2623030061,0.9999065575,-0.0060301844,-0.0119531153,-0.0027633789
1520520702769843550,0.5654937302,0.0049985667,1.2625921774,0.9999015045,-0.0061192524,-0.0123115367,-0.0028217133
1520520702778177550,0.5653513026,0.0052740787,1.2628560083,0.9998993453,-0.0058749541,-0.0126030574,-0.0028190524
1520520702786510550,0.5651766429,0.0054294019,1.2631911365,0.9998944587,-0.0064146683,-0.0127651975,-0.0026406876
